Mod:Item:MetaData, Localized Name
thaumcraft:sanity_checker, Счётчик рассудка
thaumcraft:hand_mirror, Волшебное ручное зеркальце
thaumcraft:thaumium_axe, Топор из таумиума
thaumcraft:thaumium_sword, Меч из таумиума
thaumcraft:thaumium_shovel, Лопата из таумиума
thaumcraft:thaumium_pick, Кирка из таумиума
thaumcraft:thaumium_hoe, Мотыга из таумиума
thaumcraft:void_axe, Пустотный топор
thaumcraft:void_sword, Пустотный меч
thaumcraft:void_shovel, Пустотная лопата
thaumcraft:void_pick, Пустотная кирка
thaumcraft:void_hoe, Пустотная мотыга
thaumcraft:elemental_axe, Топор потока
thaumcraft:elemental_sword, Меч западных ветров
thaumcraft:elemental_shovel, Лопата землероя
thaumcraft:elemental_pick, Кирка сущности
thaumcraft:elemental_hoe, Мотыга взращивания
thaumcraft:primal_crusher, Первичный дробитель
thaumcraft:crimson_blade, Багровый клинок
thaumcraft:grapple_gun, Мистический хвататель
thaumcraft:grapple_gun_tip, Наконечник хватателя
thaumcraft:grapple_gun_spool, Катушка хватателя
thaumcraft:goggles, Очки откровения
thaumcraft:thaumium_helm, Шлем из таумиума
thaumcraft:thaumium_chest, Нагрудник из таумиума
thaumcraft:thaumium_legs, Поножи из таумиума
thaumcraft:thaumium_boots, Ботинки из таумиума
thaumcraft:cloth_chest, Мантия тауматурга
thaumcraft:cloth_legs, Поножи тауматурга
thaumcraft:cloth_boots, Ботинки тауматурга
thaumcraft:traveller_boots, Сапоги путешественника
thaumcraft:fortress_helm, Штурмовой шлем из таумиума
thaumcraft:fortress_chest, Штурмовые латы из таумиума
thaumcraft:fortress_legs, Штурмовые набедренники из таумиума
thaumcraft:void_helm, Пустотный шлем
thaumcraft:void_chest, Пустотная кираса
thaumcraft:void_legs, Пустотные поножи
thaumcraft:void_boots, Пустотные ботинки
thaumcraft:void_robe_helm, Пустотный капюшон тауматурга
thaumcraft:void_robe_chest, Пустотная мантия тауматурга
thaumcraft:void_robe_legs, Пустотные поножи тауматурга
thaumcraft:crimson_plate_helm, Шлем багрового культа
thaumcraft:crimson_plate_chest, Кираса багрового культа
thaumcraft:crimson_plate_legs, Наголенники багрового культа
thaumcraft:crimson_boots, Ботинки багрового культа
thaumcraft:crimson_robe_helm, Капюшон багрового культа
thaumcraft:crimson_robe_chest, Мантия багрового культа
thaumcraft:crimson_robe_legs, Поножи багрового культа
thaumcraft:crimson_praetor_helm, Шлем Багрового претора
thaumcraft:crimson_praetor_chest, Кираса Багрового претора
thaumcraft:crimson_praetor_legs, Наголенники Багрового претора
thaumcraft:baubles:0, Обычный амулет
thaumcraft:baubles:1, Обычное кольцо
thaumcraft:baubles:2, Обычный пояс
thaumcraft:baubles:3, Кольцо ученика
thaumcraft:baubles:4, Шикарный амулет
thaumcraft:baubles:5, Шикарное кольцо
thaumcraft:baubles:6, Шикарный пояс
thaumcraft:amulet_vis:0, Вис-камень
thaumcraft:amulet_vis:1, Вис-амулет
thaumcraft:verdant_charm, Кольцо жизненной силы
thaumcraft:curiosity_band, Повязка реликвий
thaumcraft:voidseer_charm, Пустотная жемчужина провидца
thaumcraft:cloud_ring, Кольцо шагающего по облакам
thaumcraft:charm_undying, Амулет бессмертия
thaumcraft:creative_flux_sponge, Губка для Выбросов
thaumcraft:enchanted_placeholder, Любой зачарованный предмет
thaumcraft:caster_basic, Перчатка Заклинателя
thaumcraft:focus_1, Малая ненастроенная линза
thaumcraft:focus_2, Продвинутая ненастроенная линза
thaumcraft:focus_3, Большая ненастроенная линза
thaumcraft:focus_pouch, Сумка для линз
thaumcraft:golem_bell, Колокольчик големостроителя
thaumcraft:golem, Голем
thaumcraft:seal:0, Пустая печать
thaumcraft:seal:1, Печать контроля: Сбор
thaumcraft:seal:2, Продвинутая печать контроля: Сбор
thaumcraft:seal:3, Печать контроля: Наполнение
thaumcraft:seal:4, Продвинутая печать контроля: Наполнение
thaumcraft:seal:5, Печать контроля: Опустошение
thaumcraft:seal:6, Продвинутая печать контроля: Опустошение
thaumcraft:seal:7, Печать контроля: Жатва
thaumcraft:seal:8, Печать контроля: Забивание
thaumcraft:seal:9, Печать контроля: Охрана
thaumcraft:seal:10, Продвинутая печать контроля: Охрана
thaumcraft:seal:11, Печать контроля: Рубка
thaumcraft:seal:12, Печать контроля: Разрушение Блоков
thaumcraft:seal:13, Печать контроля: Использование
thaumcraft:seal:14, Печать контроля: Снабжение
thaumcraft:seal:15, Печать контроля: Запас
thaumcraft:seal:16, Control Seal: Advanced Block Breaker
dungeonmobs:lavarock, tile.dungeonmobs.lavarock.name
dungeonmobs:bladetrap, Blade Trap
energyconverters:energy_bridge, Энергомост
energyconverters:energy_producer_fe, Производитель энергии FE
energyconverters:energy_consumer_fe, Потребитель энергии FE
energyconverters:energy_producer_eu:0, Производитель энергии низкого напряжения (IC2)
energyconverters:energy_producer_eu:1, Производитель энергии среднего напряжения (IC2)
energyconverters:energy_producer_eu:2, Производитель энергии высокого напряжения (IC2)
energyconverters:energy_producer_eu:3, Производитель энергии сверхвысокого напряжения (IC2)
energyconverters:energy_producer_eu:4, Производитель энергии ультравысокого напряжения (IC2)
energyconverters:energy_consumer_eu:0, Потребитель энергии низкого напряжения (IC2)
energyconverters:energy_consumer_eu:1, Потребитель энергии среднего напряжения (IC2)
energyconverters:energy_consumer_eu:2, Потребитель энергии высокого напряжения (IC2)
energyconverters:energy_consumer_eu:3, Потребитель энергии сверхвысокого напряжения EV (IC2)
energyconverters:energy_consumer_eu:4, Потребитель энергии ультравысокого напряжения IV (IC2)
extendedcrafting:storage:0, Блок чёрного железа
extendedcrafting:storage:1, Блок люминесценции
extendedcrafting:storage:2, Блок звезд из Незера
extendedcrafting:storage:3, Блок кристалтина
extendedcrafting:storage:4, Блок максимальных слитков
extendedcrafting:storage:5, Блок эндер-слитков
extendedcrafting:storage:6, Блок Эндер-звёзд
extendedcrafting:storage:7, Блок усиленных эндер-слитков
extendedcrafting:frame, Корпус из чёрного железа
extendedcrafting:lamp:0, Фонарь из чёрного железа
extendedcrafting:lamp:1, Фонарь из чёрного железа
extendedcrafting:trimmed:0, Блок чёрного железа
extendedcrafting:trimmed:1, Блок чёрного железа
extendedcrafting:trimmed:2, Блок чёрного железа
extendedcrafting:trimmed:3, Блок чёрного железа
extendedcrafting:trimmed:4, Блок чёрного железа
extendedcrafting:trimmed:5, Блок чёрного железа
extendedcrafting:crafting_table, Верстак
extendedcrafting:pedestal, Пьедестал
extendedcrafting:crafting_core, Ядро создания
extendedcrafting:interface, Автоматический интерфейс
extendedcrafting:table_basic, Базовый верстак
extendedcrafting:table_advanced, Продвинутый верстак
extendedcrafting:table_elite, Элитный верстак
extendedcrafting:table_ultimate, Максимальный верстак
extendedcrafting:compressor, Квантовый компрессор
extendedcrafting:ender_alternator, Эндер-альтернатор
extendedcrafting:ender_crafter, Эндер-верстак
extendedcrafting:guide, Руководство по Extended Crafting
extendedcrafting:material:0, Слиток чёрного железа
extendedcrafting:material:1, Кусочек чёрного железа
extendedcrafting:material:2, Плита из чёрного железа
extendedcrafting:material:3, Стержень из чёрного железа
extendedcrafting:material:7, Люминесценция
extendedcrafting:material:8, Базовый катализатор
extendedcrafting:material:9, Провинутый катализатор
extendedcrafting:material:10, Элитный катализатор
extendedcrafting:material:11, Максимальный катализатор
extendedcrafting:material:12, Кристалтиновый катализатор
extendedcrafting:material:13, Максимальный катализатор
extendedcrafting:material:14, Базовый компонент
extendedcrafting:material:15, Продвинутый компонент
extendedcrafting:material:16, Элитный компонент
extendedcrafting:material:17, Максимальный компонент
extendedcrafting:material:18, Кристалтиновый компонент
extendedcrafting:material:19, Максимальный компонент
extendedcrafting:material:24, Кристалтиновый слиток
extendedcrafting:material:25, Кусочек кристалтина
extendedcrafting:material:32, Максимальный слиток
extendedcrafting:material:33, Кусочек максимального слитка
extendedcrafting:material:36, Эндер-слиток
extendedcrafting:material:37, Кусочек эндера
extendedcrafting:material:40, Эндер-звезда
extendedcrafting:material:41, Кусочек эндер-звезды
extendedcrafting:material:48, Усиленный эндер-слиток
extendedcrafting:material:49, Кусочек усиленного эндер-слитка
extendedcrafting:material:128, Кусочек алмаза
extendedcrafting:material:129, Кусочек изумруда
extendedcrafting:material:140, Кусочек звезды из Незера
extendedcrafting:handheld_table, Ручной верстак
extendedcrafting:recipe_maker:0, Создатель рецептов
extendedcrafting:singularity:0, Coal Сингулярность
extendedcrafting:singularity:1, Iron Сингулярность
extendedcrafting:singularity:2, Lapis Lazuli Сингулярность
extendedcrafting:singularity:3, Redstone Сингулярность
extendedcrafting:singularity:4, Glowstone Сингулярность
extendedcrafting:singularity:5, Gold Сингулярность
extendedcrafting:singularity:6, Diamond Сингулярность
extendedcrafting:singularity:7, Emerald Сингулярность
extendedcrafting:singularity:16, Aluminum Сингулярность
extendedcrafting:singularity:17, Copper Сингулярность
extendedcrafting:singularity:18, Tin Сингулярность
extendedcrafting:singularity:19, Bronze Сингулярность
extendedcrafting:singularity:20, Zinc Сингулярность
extendedcrafting:singularity:21, Brass Сингулярность
extendedcrafting:singularity:22, Silver Сингулярность
extendedcrafting:singularity:23, Lead Сингулярность
extendedcrafting:singularity:24, Steel Сингулярность
extendedcrafting:singularity:25, Nickel Сингулярность
extendedcrafting:singularity:26, Constantan Сингулярность
extendedcrafting:singularity:27, Electrum Сингулярность
extendedcrafting:singularity:28, Invar Сингулярность
extendedcrafting:singularity:29, Mithril Сингулярность
extendedcrafting:singularity:30, Tungsten Сингулярность
extendedcrafting:singularity:31, Titanium Сингулярность
extendedcrafting:singularity:32, Uranium Сингулярность
extendedcrafting:singularity:33, Chrome Сингулярность
extendedcrafting:singularity:34, Platinum Сингулярность
extendedcrafting:singularity:35, Iridium Сингулярность
extendedcrafting:singularity:48, Signalum Сингулярность
extendedcrafting:singularity:49, Lumium Сингулярность
extendedcrafting:singularity:50, Enderium Сингулярность
extendedcrafting:singularity:64, Ardite Сингулярность
extendedcrafting:singularity:65, Cobalt Сингулярность
extendedcrafting:singularity:66, Manyullyn Сингулярность
extendedcrafting:singularity_ultimate, Максимальная сингулярность
jecalculation:item_calculator:0, Калькулятор создания
jecalculation:item_calculator:1, Математический калькулятор
lostpowers:obsidian_ingot_0, Obsidian Ingot
lostpowers:obsidian_ingot_1, Single Compressed Obsidian Ingot
lostpowers:obsidian_ingot_2, Double Compressed Obsidian Ingot
lostpowers:primordial_flame, Toasty Flame
lostpowers:primordial_energy, Clean Energy
lostpowers:primordial_water, Purified Water
lostpowers:soul, Soul
lostpowers:soul_fragment, Soul Fragment
lostpowers:void_chunk, Void Chunk
lostpowers:void_fragment, Void Fragment
lostpowers:soul_capsule, Soul Capsule
lostpowers:obsidian_block_1, Single Compressed Obsidian
lostpowers:obsidian_block_2, Double Compressed Obsidian
lostpowers:obsidian_pickaxe_0, Obsidian Pickaxe
lostpowers:obsidian_pickaxe_1, Single Compressed Obsidian Pickaxe
lostpowers:obsidian_pickaxe_2, Double Compressed Obsidian Pickaxe
lostpowers:obsidian_shovel_0, Obsidian Shovel
lostpowers:obsidian_shovel_1, Single Compressed Obsidian Shovel
lostpowers:obsidian_shovel_2, Double Compressed Obsidian Shovel
lostpowers:obsidian_hoe_0, Obsidian Hoe
lostpowers:obsidian_hoe_1, Single Compressed Obsidian Hoe
lostpowers:obsidian_hoe_2, Double Compressed Obsidian Hoe
lostpowers:obsidian_axe_0, Obsidian Axe
lostpowers:obsidian_axe_1, Single Compressed Obsidian Axe
lostpowers:obsidian_axe_2, Double Compressed Obsidian Axe
lostpowers:obsidian_sword_0, Obsidian Sword
lostpowers:obsidian_sword_1, Single Compressed Obsidian Sword
lostpowers:obsidian_sword_2, Double Compressed Obsidian Sword
lostpowers:ender_staff, Ender Staff
lostpowers:ender_helm, Ender Helm
lostpowers:ender_chestplate, Ender Chestplate
lostpowers:ender_leggings, Ender Leggings
lostpowers:ender_boots, Ender Boots
mapfrontiers:frontier_book, Карта Территорий
mapfrontiers:personal_frontier_book, Карта Персональных Территорий
naturescompass:naturescompass, Компас природы
thaumicenergistics:infusion_provider, Поставщик наполнения эссенции
thaumicenergistics:essentia_cell_1k, МЭ 1k Ячейка хранения эссенции
thaumicenergistics:essentia_cell_4k, МЭ 4k Ячейка хранения эссенции
thaumicenergistics:essentia_cell_16k, МЭ 16k Ячейка хранения эссенции
thaumicenergistics:essentia_cell_64k, МЭ 64k Ячейка хранения эссенции
thaumicenergistics:essentia_cell_creative, Для творческаого режима МЭ Ячейка хранения эссенции
thaumicenergistics:essentia_import, МЭ Шина импорта эссенции
thaumicenergistics:essentia_export, МЭ Шина экспорта эссенции
thaumicenergistics:essentia_storage, МЭ Шина хранения эссенции
thaumicenergistics:essentia_terminal, Терминал эссенции
thaumicenergistics:arcane_terminal, Мистический терминал создания
thaumicenergistics:diffusion_core, Ядро рассеивания
thaumicenergistics:coalescence_core, Ядро слияния
thaumicenergistics:essentia_component_1k, МЭ 1k компонент хранения эссенции
thaumicenergistics:essentia_component_4k, МЭ 4k компонент хранения эссенции
thaumicenergistics:essentia_component_16k, МЭ 16k компонент хранения эссенции
thaumicenergistics:essentia_component_64k, МЭ 64k компонент хранения эссенции
thaumicenergistics:upgrade_arcane, Улучшение для Мистического Заряжателя
thaumicenergistics:dummy_aspect, item.thaumicenergistics.dummy_aspect.name
tombstone:decorative_grave_simple:0, Простая могила
tombstone:decorative_grave_simple:1, Простая могила
tombstone:decorative_grave_normal:0, Обычная могила
tombstone:decorative_grave_normal:1, Обычная могила
tombstone:decorative_grave_cross:0, Крестовая могила
tombstone:decorative_grave_cross:1, Крестовая могила
tombstone:decorative_tombstone:0, Надгробие
tombstone:decorative_tombstone:1, Надгробие
tombstone:dark_marble:0, Тёмный мрамор
tombstone:dark_marble:1, White Marble
tombstone:grave_key, Ключ к могиле
tombstone:scroll_of_knowledge, Свиток знаний
tombstone:scroll_buff:0, §6Свиток сохранения
tombstone:scroll_buff:1, §6Свиток случайной неуязвимости
tombstone:scroll_buff:2, §6Свиток замедленного падения
tombstone:scroll_buff:3, §6Свиток очищения
tombstone:scroll_buff:4, §6Свиток истинного зрения
tombstone:scroll_buff:5, §6Свиток досягаемости
tombstone:scroll_buff:6, §6Scroll of Lightning Resistance
tombstone:tablet_of_recall, Планшет воспоминаний
tombstone:tablet_of_home, Планшет возвращения
tombstone:tablet_of_assistance, Планшет содействия
tombstone:tablet_of_cupidity, Планшет алчности
tombstone:fishing_rod_of_misadventure, Удочка несчатья
tombstone:lost_tablet, Потерянный планшет
tombstone:dust_of_vanishing, Порошок исчезновения
tombstone:soul_receptacle, Пузырёк с душой
tombstone:familiar_receptacle, Ручной пузырёк
tombstone:voodoo_poppet, Кукла вуду
tombstone:book_of_disenchantment, Книга снятия чар
tombstone:ankh_of_pray, Âнх молитв
tombstone:lollypop:0, Хэллоуинский леденец
tombstone:lollypop:1, Хэллоуинский леденец
tombstone:lollypop:2, Хэллоуинский леденец
tombstone:lollypop:3, Хэллоуинский леденец
tombstone:lollypop:4, Хэллоуинский леденец
tombstone:advancement:0, item.null.name
tombstone:advancement:1, item.null.name
tombstone:advancement:2, item.null.name
tombstone:advancement:3, item.null.name
tombstone:advancement:4, item.null.name
tombstone:advancement:5, item.null.name
tombstone:advancement:6, item.null.name
tombstone:crafting_ingredient:0, Странный свиток
tombstone:crafting_ingredient:1, Странный планшет
tombstone:crafting_ingredient:2, Пропитанный алмаз
tombstone:crafting_ingredient:3, Могильная пыль
actuallyadditions:block_canola_oil, Масло канолы
actuallyadditions:block_refined_canola_oil, Очищенное масло канолы
actuallyadditions:block_crystal_oil, Кристаллизованное масло
actuallyadditions:block_empowered_oil, Усиленное масло
actuallyadditions:block_crystal_cluster_redstone, Красный кристаллический кластер
actuallyadditions:block_crystal_cluster_lapis, Синий кристаллический кластер
actuallyadditions:block_crystal_cluster_diamond, Светло-синий кристаллический кластер
actuallyadditions:block_crystal_cluster_coal, Чёрный кристаллический кластер
actuallyadditions:block_crystal_cluster_emerald, Зелёный кристаллический кластер
actuallyadditions:block_crystal_cluster_iron, Белый кристаллический кластер
actuallyadditions:block_battery_box, Блок батарей
actuallyadditions:block_item_viewer_hopping, Интерфейс предметной воронки
actuallyadditions:block_farmer, Фермер
actuallyadditions:block_bio_reactor, Биореактор
actuallyadditions:block_empowerer, Empowerer
actuallyadditions:block_tiny_torch, Крошечный факел
actuallyadditions:block_shock_suppressor, Амортизатор
actuallyadditions:block_display_stand, Выставочный стенд
actuallyadditions:block_player_interface, Интерфейс игрока
actuallyadditions:block_item_viewer, Интерфейс предмета
actuallyadditions:block_firework_box, Коробка с фейерверком
actuallyadditions:block_miner, Вертикальный землекоп
actuallyadditions:block_atomic_reconstructor, Атомный реконструктор
actuallyadditions:block_crystal:0, Кристаллический блок Рестония
actuallyadditions:block_crystal:1, Кристаллический блок Палис
actuallyadditions:block_crystal:2, Кристаллический блок Диаматин
actuallyadditions:block_crystal:3, Кристаллический блок Пустоты
actuallyadditions:block_crystal:4, Кристаллический блок Эмерадик
actuallyadditions:block_crystal:5, Кристаллический блок Энори
actuallyadditions:block_crystal_empowered:0, Усиленный кристальный блок Рестония
actuallyadditions:block_crystal_empowered:1, Усиленный кристальный блок Палиса
actuallyadditions:block_crystal_empowered:2, Усиленный кристальный блок Диаматина
actuallyadditions:block_crystal_empowered:3, Усиленный кристальный блок Пустоты
actuallyadditions:block_crystal_empowered:4, Усиленный кристальный блок Эмерадика
actuallyadditions:block_crystal_empowered:5, Усиленный кристальный блок Энори
actuallyadditions:block_black_lotus, Черный лотос
actuallyadditions:block_laser_relay, Реле лазера энергии
actuallyadditions:block_laser_relay_advanced, Энергосберегающее лазерное реле
actuallyadditions:block_laser_relay_extreme, Экстремальная энергия лазерного реле
actuallyadditions:block_laser_relay_fluids, Реле жидкостного лазера
actuallyadditions:block_laser_relay_item, Предметное лазерное реле
actuallyadditions:block_laser_relay_item_whitelist, Расширенное предметное лазерное реле
actuallyadditions:block_ranged_collector, Диапазонный собиратель
actuallyadditions:block_directional_breaker, Разрушитель дальнего действия
actuallyadditions:block_leaf_generator, Генератор листогрызущих
actuallyadditions:block_smiley_cloud, Улыбающееся облако
actuallyadditions:block_xp_solidifier, Затвердитель опыта
actuallyadditions:block_testifi_bucks_green_wall, Эфирный зеленый блок
actuallyadditions:block_testifi_bucks_white_wall, Эфирный кварц
actuallyadditions:block_testifi_bucks_green_stairs, Эфирные зелёные ступеньки
actuallyadditions:block_testifi_bucks_white_stairs, Эфирные кварцевые ступеньки
actuallyadditions:block_testifi_bucks_green_slab, Эфирная зелёная плита
actuallyadditions:block_testifi_bucks_white_slab, Эфирная кварцевая плита
actuallyadditions:block_testifi_bucks_green_fence, Эфирная зелёная стена
actuallyadditions:block_testifi_bucks_white_fence, Эфирная кварцевая стена
actuallyadditions:block_colored_lamp:0, Белая лампа
actuallyadditions:block_colored_lamp:1, Оранжевая лампа
actuallyadditions:block_colored_lamp:2, Пурпурная лампа
actuallyadditions:block_colored_lamp:3, Светло-синяя лампа
actuallyadditions:block_colored_lamp:4, Жёлтая лампа
actuallyadditions:block_colored_lamp:5, Лаймовая лампа
actuallyadditions:block_colored_lamp:6, Розовая лампа
actuallyadditions:block_colored_lamp:7, Серая лампа
actuallyadditions:block_colored_lamp:8, Светло-серая лампа
actuallyadditions:block_colored_lamp:9, Голубая лампа
actuallyadditions:block_colored_lamp:10, Фиолетовая лампа
actuallyadditions:block_colored_lamp:11, Синяя лампа
actuallyadditions:block_colored_lamp:12, Коричневая лампа
actuallyadditions:block_colored_lamp:13, Зелёная лампа
actuallyadditions:block_colored_lamp:14, Красная лампа
actuallyadditions:block_colored_lamp:15, Чёрная лампа
actuallyadditions:block_colored_lamp_on:0, Белая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:1, Оранжевая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:2, Пурпурная лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:3, Светло-синяя лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:4, Жёлтая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:5, Лаймовая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:6, Розовая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:7, Серая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:8, Светло-серая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:9, Голубая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:10, Фиолетовая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:11, Синяя лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:12, Коричневая лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:13, Зелёная лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:14, Красная лампа (Вкл.)
actuallyadditions:block_colored_lamp_on:15, Чёрная лампа (Вкл.)
actuallyadditions:block_lamp_powerer, Контроллер лампы
actuallyadditions:block_treasure_chest, Сундук с сокровищами
actuallyadditions:block_energizer, Энерджайзер
actuallyadditions:block_enervator, Энерватор
actuallyadditions:block_lava_factory_controller, Контроллер фабрики лавы
actuallyadditions:block_canola_press, Пресс для канолы
actuallyadditions:block_phantomface, Призрачное лицо
actuallyadditions:block_phantom_placer, Призрачный разместитель
actuallyadditions:block_phantom_liquiface, Призрачный жидкостное лицо
actuallyadditions:block_phantom_energyface, Призрачное энергетическое лицо
actuallyadditions:block_phantom_redstoneface, Призрачное лицо редстоун
actuallyadditions:block_phantom_breaker, Призрачный разрушитель
actuallyadditions:block_coal_generator, Угольный генератор
actuallyadditions:block_oil_generator, Масляный генератор
actuallyadditions:block_fermenting_barrel, Бродильная бочка
actuallyadditions:block_rice, Растение риса
actuallyadditions:block_canola, Растение канола
actuallyadditions:block_flax, Растение льна
actuallyadditions:block_coffee, Растение кофе
actuallyadditions:block_compost, Компост
actuallyadditions:block_misc:0, Колонна из черного кварца
actuallyadditions:block_misc:1, Выточенный блок из черного кварца
actuallyadditions:block_misc:2, Блок черного кварца
actuallyadditions:block_misc:3, Черная кварцевая руда
actuallyadditions:block_misc:4, Деревянный корпус
actuallyadditions:block_misc:5, Блок древесного угля
actuallyadditions:block_misc:6, Блок эндер жемчуга
actuallyadditions:block_misc:7, Корпус
actuallyadditions:block_misc:8, Эндер корпус
actuallyadditions:block_misc:9, Железный корпус
actuallyadditions:block_feeder, Автоматический податчик
actuallyadditions:block_giant_chest, Малый ящик для хранения
actuallyadditions:block_giant_chest_medium, Средний ящик для хранения
actuallyadditions:block_giant_chest_large, Большой ящик для хранения
actuallyadditions:block_grinder, Дробилка
actuallyadditions:block_grinder_double, Двойная дробилка
actuallyadditions:block_furnace_double, Электрическая печь
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Рыболовная сеть
actuallyadditions:block_furnace_solar, Солнечная панель
actuallyadditions:block_heat_collector, Тепловой коллектор
actuallyadditions:block_item_repairer, Ремонтник предмета
actuallyadditions:block_greenhouse_glass, Тепличное стекло
actuallyadditions:block_breaker, Авто-разрушитель
actuallyadditions:block_placer, Авто-разместитель
actuallyadditions:block_dropper, Автоматический точный выбрасыватель
actuallyadditions:block_fluid_placer, Жидкостный разместитель
actuallyadditions:block_fluid_collector, Жидкостный коллектор
actuallyadditions:block_coffee_machine, Кофеварка
actuallyadditions:block_phantom_booster, Призрачный ускоритель
actuallyadditions:block_wild:0, Дикая канола
actuallyadditions:block_wild:1, Дикий лён
actuallyadditions:block_wild:2, Дикий рис
actuallyadditions:block_wild:3, Дикий кофе
actuallyadditions:block_quartz_wall, Стена из чёрного кварца
actuallyadditions:block_chiseled_quartz_wall, Выточенная стена из чёрного кварца
actuallyadditions:block_pillar_quartz_wall, Колонная стена из чёрного кварца
actuallyadditions:block_quartz_stair, Лестницы из чёрного кварца
actuallyadditions:block_chiseled_quartz_stair, Выточенные лестницы из чёрного кварца
actuallyadditions:block_pillar_quartz_stair, Колонные лестницы из чёрного кварца
actuallyadditions:block_quartz_slab, Колонна из чёрного кварца
actuallyadditions:block_chiseled_quartz_slab, Выточенная плита из чёрного кварца
actuallyadditions:block_pillar_quartz_slab, Колонная плита из чёрного кварца
actuallyadditions:item_crystal_shard:0, Красный осколок кристалла
actuallyadditions:item_crystal_shard:1, Синий осколок кристалла
actuallyadditions:item_crystal_shard:2, Светло-синий осколок кристалла
actuallyadditions:item_crystal_shard:3, Чёрный осколок кристалла
actuallyadditions:item_crystal_shard:4, Зелёный осколок кристалла
actuallyadditions:item_crystal_shard:5, Белый осколок кристалла
actuallyadditions:item_engineer_goggles_advanced, Инфракрасные очки инженера
actuallyadditions:item_engineer_goggles, Инженерные очки
actuallyadditions:item_laser_upgrade_range, Модификатор лазерного реле: Дальность
actuallyadditions:item_laser_upgrade_invisibility, Модификатор лазерного реле: Невидимость
actuallyadditions:item_filling_wand:0, Ручной наполнитель
actuallyadditions:item_filling_wand:0, Ручной наполнитель
actuallyadditions:item_bag, Дорожный мешок
actuallyadditions:item_void_bag, Пустотный мешок
actuallyadditions:item_worm, Червяк
actuallyadditions:item_player_probe, Зонд игрока
actuallyadditions:item_filter, Предметный фильтр
actuallyadditions:item_water_bowl, Чаша с водой
actuallyadditions:item_spawner_changer, Переключатель спавнера
actuallyadditions:item_misc:0, Бумажный конус
actuallyadditions:item_misc:1, Биомасса
actuallyadditions:item_misc:2, Лезвие ножа
actuallyadditions:item_misc:3, Ручка ножа
actuallyadditions:item_misc:4, Тесто
actuallyadditions:item_misc:5, Чёрный кварц
actuallyadditions:item_misc:6, Кольцо
actuallyadditions:item_misc:7, Базовая катушка
actuallyadditions:item_misc:8, Продвинутая катушка
actuallyadditions:item_misc:9, Рисовое тесто
actuallyadditions:item_misc:10, Крошечный уголь
actuallyadditions:item_misc:11, Крошечный древесный уголь
actuallyadditions:item_misc:12, Рисовый слизневый шар
actuallyadditions:item_misc:13, Канола
actuallyadditions:item_misc:14, Пустая чашка
actuallyadditions:item_misc:15, Крыло летучей мыши
actuallyadditions:item_misc:16, Ядро дрели
actuallyadditions:item_misc:17, Чёрный краситель
actuallyadditions:item_misc:18, Линза
actuallyadditions:item_misc:19, Звезда Эндера
actuallyadditions:item_misc:20, Осколки спавнера
actuallyadditions:item_misc:21, Биомасса
actuallyadditions:item_misc:22, Био-уголь
actuallyadditions:item_misc:23, Кристаллизованное семя канолы
actuallyadditions:item_misc:24, Усиленное семя канолы
actuallyadditions:item_crate_keeper, Хранилище для хранения ящиков
actuallyadditions:item_color_lens, Линза цвета
actuallyadditions:item_explosion_lens, Линза детонации
actuallyadditions:item_damage_lens, Линза определенной смерти
actuallyadditions:item_more_damage_lens, Линза убийцы
actuallyadditions:item_disenchanting_lens, Линза распыления
actuallyadditions:item_mining_lens, Линза шахтёра
actuallyadditions:item_crystal:0, Кристалл Рестония
actuallyadditions:item_crystal:1, Кристалл Палис
actuallyadditions:item_crystal:2, Кристалл Диаматин
actuallyadditions:item_crystal:3, Кристалл Пустоты
actuallyadditions:item_crystal:4, Кристалл Эмерадик
actuallyadditions:item_crystal:5, Кристалл Энори
actuallyadditions:item_crystal_empowered:0, Усиленный кристалл Рестония
actuallyadditions:item_crystal_empowered:1, Усиленный кристалл Палис
actuallyadditions:item_crystal_empowered:2, Усиленный кристалл Диаматин
actuallyadditions:item_crystal_empowered:3, Усиленный кристалл Пустоты
actuallyadditions:item_crystal_empowered:4, Усиленный кристалл Эмерадик
actuallyadditions:item_crystal_empowered:5, Усиленный кристалл Энори
actuallyadditions:item_laser_wrench, Лазерный ключ
actuallyadditions:item_chest_to_crate_upgrade, Обновление: "Сундук в ящик для хранения"
actuallyadditions:item_small_to_medium_crate_upgrade, Обновление: "Маленький в средний ящик для хранения"
